"state_1","District","Region","Sector","State_Region","Meals_At_Home","ricepds_v","Wheatpds_q","chicken_q","pulsep_q","wheatos_q","No_of_Meals_per_day","total_consumption"
"MP","19",3,"RURAL",233,60,0,0,0,0,8.75,2,8.75
"MP","19",3,"RURAL",233,60,0,0,0,0,8,2,8
"MP","19",3,"RURAL",233,60,0,0,0,0,12.5,2,12.5
"MP","19",3,"RURAL",233,60,0,0,0,0,8.75,2,8.75
"MP","19",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","8",1,"RURAL",231,60,0,0,0,0,18,2,18
"MP","8",1,"RURAL",231,60,0,0,0,0,11.66666667,2,11.66666667
"MP","8",1,"RURAL",231,60,0,0,0,0,18,2,18
"MP","8",1,"RURAL",231,60,0,0,0,0,17.5,2,17.5
"MP","19",3,"RURAL",233,52,0,3.333333333,0,0,6.666666667,2,10
"MP","19",3,"RURAL",233,60,0,12,0,0,0,2,12
"MP","19",3,"RURAL",233,60,0,0,0,0,15,2,15
"MP","19",3,"RURAL",233,60,0,18,0,0,0,2,18
"MP","19",3,"RURAL",233,60,0,6,0,0,3.333333333,2,9.333333333
"MP","19",3,"RURAL",233,60,0,0,0,0,13.33333333,2,13.33333333
"MP","18",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","18",3,"RURAL",233,60,0,0,0,0,8,2,8
"MP","18",3,"RURAL",233,60,0,0,0,0.05,6,2,6.05
"MP","18",3,"RURAL",233,60,0,0,0,0,5.714285714,2,5.714285714
"MP","8",1,"RURAL",231,60,0,0,0,0,13.33333333,2,13.33333333
"MP","8",1,"RURAL",231,60,0,0,0,0,11.875,2,11.875
"MP","8",1,"RURAL",231,60,0,0,0,0,15,2,15
"MP","8",1,"RURAL",231,60,0,0,0,0,8.75,2,8.75
"MP","8",1,"RURAL",231,60,0,0,0,0,14,2,14
"MP","20",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","20",3,"RURAL",233,60,0,0,0,0,12,2,12
"MP","20",3,"RURAL",233,60,0,6,0,0,5,2,11
"MP","20",3,"RURAL",233,60,0,0,0,0,8,2,8
"MP","20",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","20",3,"RURAL",233,60,0,0,0,0,8.75,2,8.75
"MP","7",6,"RURAL",236,54,0,0,0,0,9.6,2,9.6
"MP","7",6,"RURAL",236,60,0,0,0,0,15,2,15
"MP","7",6,"RURAL",236,60,0,0,0,0,12.5,2,12.5
"MP","7",6,"RURAL",236,90,0,0,0,0,30,3,30
"MP","7",6,"RURAL",236,90,0,0,0,0,12.85714286,3,12.85714286
"MP","7",6,"RURAL",236,50,0,0,0,0,20,2,20
"MP","33",2,"RURAL",232,60,0,0,0,0,7.5,2,7.5
"MP","33",2,"RURAL",232,60,0,0,0,0,7.083333333,2,7.083333333
"MP","33",2,"RURAL",232,60,0,0,0,0,8.75,2,8.75
"MP","29",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","29",5,"RURAL",235,60,0,0,0,0,11.25,2,11.25
"MP","29",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","29",5,"RURAL",235,60,0,0,0,0,8.571428571,2,8.571428571
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,7.142857143,2,7.142857143
"MP","31",2,"RURAL",232,60,0,0,0,0,7.5,2,7.5
"MP","31",2,"RURAL",232,60,0,0,0,0,8.571428571,2,8.571428571
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,10.83333333,2,10.83333333
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","33",2,"RURAL",232,60,0,0,0,0,6.363636364,2,6.363636364
"MP","33",2,"RURAL",232,60,0,0,0,0,8.75,2,8.75
"MP","33",2,"RURAL",232,60,0,0,0,0,7.333333333,2,7.333333333
"MP","33",2,"RURAL",232,60,0,0,0,0,3.333333333,2,3.333333333
"MP","33",2,"RURAL",232,60,0,0,0,0,7,2,7
"MP","29",5,"RURAL",235,60,0,0,0,0,7.5,2,7.5
"MP","32",2,"RURAL",232,60,0,0,0,0,7,2,7
"MP","32",2,"RURAL",232,60,0,0,0,0,7.142857143,2,7.142857143
"MP","32",2,"RURAL",232,60,0,0,0,0,7,2,7
"MP","32",2,"RURAL",232,58,0,0,0,0,7,2,7
"MP","32",2,"RURAL",232,60,0,0,0,0,8.75,2,8.75
"MP","32",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","28",5,"RURAL",235,60,0,0,0,0,0,2,0
"MP","34",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","34",2,"RURAL",232,60,0,10,0,0,15,2,25
"MP","34",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","34",2,"RURAL",232,60,0,11.66666667,0,0,0,2,11.66666667
"MP","34",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","34",2,"RURAL",232,60,0,0,0,0,17.85714286,2,17.85714286
"MP","34",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","28",5,"RURAL",235,60,0,0,0,0,7.538461539,2,7.538461539
"MP","28",5,"RURAL",235,60,0,5,0,0,3.333333333,2,8.333333333
"MP","28",5,"RURAL",235,60,0,4.428571429,0,0,5.714285714,2,10.142857143
"MP","43",4,"RURAL",234,60,0,0,0,0,6,2,6
"MP","43",4,"RURAL",234,60,0,0,0,0,5.8,2,5.8
"MP","43",4,"RURAL",234,60,0,0,0,0,6,2,6
"MP","34",2,"RURAL",232,52,0,0,0,0,9,2,9
"MP","34",2,"RURAL",232,60,0,0,0,0,16.66666667,2,16.66666667
"MP","34",2,"RURAL",232,60,0,0,0,0,9,2,9
"MP","34",2,"RURAL",232,60,0,0,0,0,11.66666667,2,11.66666667
"MP","34",2,"RURAL",232,60,0,4,0,0,8,2,12
"MP","34",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","35",5,"RURAL",235,60,0,0,0,0,12,2,12
"MP","35",5,"RURAL",235,60,0,0,0,0,9,2,9
"MP","35",5,"RURAL",235,60,0,0,0,0,9,2,9
"MP","35",5,"RURAL",235,60,0,0,0,0,9,2,9
"MP","37",5,"RURAL",235,60,0,0,0,0,16.66666667,2,16.66666667
"MP","37",5,"RURAL",235,60,0,0,0,0,11.81818182,2,11.81818182
"MP","37",5,"RURAL",235,60,0,0,0,0,5,2,5
"MP","37",5,"RURAL",235,60,0,0,0,0,8.888888889,2,8.888888889
"MP","37",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","34",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","34",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","34",2,"RURAL",232,60,0,6.666666667,0,0,1.666666667,2,8.333333334
"MP","36",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","36",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","36",5,"RURAL",235,60,0,0,0,0,10.75,2,10.75
"MP","36",5,"RURAL",235,60,0,0,0,0,10.5,2,10.5
"MP","36",5,"RURAL",235,60,0,0,0,0,11.25,2,11.25
"MP","36",5,"RURAL",235,60,0,0,0,0,8.8,2,8.8
"MP","35",5,"RURAL",235,60,0,0,0,0,9,2,9
"MP","35",5,"RURAL",235,60,0,0,0,0,8.666666667,2,8.666666667
"MP","35",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","33",2,"RURAL",232,60,0,0,0,0,9.090909091,2,9.090909091
"MP","33",2,"RURAL",232,56,0,0,0,0,10,2,10
"MP","33",2,"RURAL",232,48,0,0,0,0,15,2,15
"MP","33",2,"RURAL",232,60,0,0,0,0,15,2,15
"MP","43",4,"RURAL",234,60,0,0,0,0,8,2,8
"MP","43",4,"RURAL",234,60,0,0,0,0,7.5,2,7.5
"MP","43",4,"RURAL",234,60,0,0,0,0,7,2,7
"MP","43",4,"RURAL",234,60,0,0,0,0,6,2,6
"MP","33",2,"RURAL",232,60,0,0,0,0,7.384615385,2,7.384615385
"MP","33",2,"RURAL",232,60,0,0,0,0,8,2,8
"MP","33",2,"RURAL",232,54,0,0,0,0,5,2,5
"MP","33",2,"RURAL",232,60,0,0,0,0,8,2,8
"MP","33",2,"RURAL",232,60,0,0,0,0,4,2,4
"MP","33",2,"RURAL",232,60,0,0,0,0,6.25,2,6.25
"MP","45",4,"RURAL",234,60,0,0,0,0,5,2,5
"MP","45",4,"RURAL",234,60,0,0,0,0,9.5,2,9.5
"MP","45",4,"RURAL",234,60,0,0,0,0,1.666666667,2,1.666666667
"MP","45",4,"RURAL",234,60,0,0,0,0,5.6,2,5.6
"MP","45",4,"RURAL",234,60,0,0,0,0,5,2,5
"MP","45",4,"RURAL",234,60,0,0,0,0,6.666666667,2,6.666666667
"MP","37",5,"RURAL",235,54,0,0,0,0,10.33333333,2,10.33333333
"MP","37",5,"RURAL",235,60,0,0,0,0,8.333333333,2,8.333333333
"MP","37",5,"RURAL",235,46,0,0,0,0,15,2,15
"MP","37",5,"RURAL",235,60,0,0,0,0,9.166666667,2,9.166666667
"MP","37",5,"RURAL",235,56,0,0,0,0,12,2,12
"MP","37",5,"RURAL",235,60,0,0,0,0,16.66666667,2,16.66666667
"MP","37",5,"RURAL",235,60,0,0,0,0,12.5,2,12.5
"MP","43",4,"RURAL",234,60,0,0,0,0,6,2,6
"MP","43",4,"RURAL",234,60,0,0,0,0,11.25,2,11.25
"MP","43",4,"RURAL",234,60,0,0,0,0,7.142857143,2,7.142857143
"MP","43",4,"RURAL",234,60,0,0,0,0,10,2,10
"MP","43",4,"RURAL",234,60,0,0,0,0,10,2,10
"MP","45",4,"RURAL",234,54,0,0,0,0,5,2,5
"MP","45",4,"RURAL",234,60,0,0,0,0,6.25,2,6.25
"MP","45",4,"RURAL",234,60,0,0,0,0,3,2,3
"MP","36",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","36",5,"RURAL",235,60,0,0,0,0,0,2,0
"MP","36",5,"RURAL",235,60,0,0,0,0,0,2,0
"MP","36",5,"RURAL",235,60,0,0,0,0,0,2,0
"MP","36",5,"RURAL",235,60,0,0,0,0,0,2,0
"MP","36",5,"RURAL",235,60,0,0,0,0,8.333333333,2,8.333333333
"MP","36",5,"RURAL",235,60,0,0,0,0,6.666666667,2,6.666666667
"MP","43",4,"RURAL",234,60,0,0,0,0,9,2,9
"MP","43",4,"RURAL",234,60,0,0,0,0,6.571428571,2,6.571428571
"MP","43",4,"RURAL",234,60,0,0,0,0,8.857142857,2,8.857142857
"MP","43",4,"RURAL",234,60,0,0,0,0,7.6,2,7.6
"MP","43",4,"RURAL",234,60,0,0,0,0,9.333333333,2,9.333333333
"MP","43",4,"RURAL",234,60,0,0,0,0,7.333333333,2,7.333333333
"MP","43",4,"RURAL",234,60,0,0,0,0,7.5,2,7.5
"MP","43",4,"RURAL",234,60,0,0,0,0,6,2,6
"MP","43",4,"RURAL",234,60,0,0,0,0,6,2,6
"MP","43",4,"RURAL",234,60,0,0,0,0,5.2,2,5.2
"MP","43",4,"RURAL",234,60,0,0,0,0,3.75,2,3.75
"MP","43",4,"RURAL",234,60,0,0,0,0,6.25,2,6.25
"MP","43",4,"RURAL",234,60,0,0,0,0,10,2,10
"MP","43",4,"RURAL",234,52,0,0,0,0,7.5,2,7.5
"MP","43",4,"RURAL",234,60,0,0,0,0,5,2,5
"MP","43",4,"RURAL",234,60,0,0,0,0,7.142857143,2,7.142857143
"MP","35",5,"RURAL",235,60,0,0,0,0,7,2,7
"MP","35",5,"RURAL",235,60,0,0,0,0,6,2,6
"MP","35",5,"RURAL",235,60,0,0,0,0,3.75,2,3.75
"MP","35",5,"RURAL",235,60,0,0,0,0,6,2,6
"MP","35",5,"RURAL",235,60,0,0,0,0,7.6,2,7.6
"MP","35",5,"RURAL",235,60,0,0,0,0,6.666666667,2,6.666666667
"MP","48",5,"RURAL",235,60,0,0,0,0,15,2,15
"MP","48",5,"RURAL",235,60,0,6.4,0,0,4.6,2,11
"MP","35",5,"RURAL",235,60,0,0,0,0,6.4,2,6.4
"MP","35",5,"RURAL",235,60,0,0,0,0,6.888888889,2,6.888888889
"MP","35",5,"RURAL",235,60,0,0,0,0,9,2,9
"MP","35",5,"RURAL",235,60,0,0,0,0,8.25,2,8.25
"MP","35",5,"RURAL",235,60,0,0,0,0,6.8,2,6.8
"MP","29",5,"RURAL",235,60,0,0,0,0,1.666666667,2,1.666666667
"MP","29",5,"RURAL",235,60,0,0,0,0,5,2,5
"MP","Indore",3,"RURAL",233,60,0,0,0,0,9.375,2,9.375
"MP","Indore",3,"RURAL",233,60,0,0,0,0,8,2,8
"MP","Indore",3,"RURAL",233,60,0,0,0,0.2,10.4,2,10.6
"MP","27",5,"RURAL",235,60,0,0,0,0,8.666666667,2,8.666666667
"MP","27",5,"RURAL",235,60,0,0,0,0,8.571428571,2,8.571428571
"MP","27",5,"RURAL",235,60,0,0,0,0,8,2,8
"MP","28",5,"RURAL",235,60,0,0,0,0,12.5,2,12.5
"MP","28",5,"RURAL",235,60,0,0,0,0,12,2,12
"MP","28",5,"RURAL",235,60,0,0,0,0,9,2,9
"MP","25",3,"RURAL",233,60,0,0,0,0.166666667,11.66666667,2,11.833333337
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,60,0,0,0,0,7,2,7
"MP","25",3,"RURAL",233,60,0,0,0,0,7.352941177,2,7.352941177
"MP","25",3,"RURAL",233,60,0,0,0,0,8.75,2,8.75
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","28",5,"RURAL",235,60,0,0,0,0,3.333333333,2,3.333333333
"MP","28",5,"RURAL",235,60,0,5,0,0,3.333333333,2,8.333333333
"MP","28",5,"RURAL",235,60,0,5,0,0,0,2,5
"MP","28",5,"RURAL",235,60,0,0,0,0,3.333333333,2,3.333333333
"MP","28",5,"RURAL",235,60,0,0,0,0,1.25,2,1.25
"MP","27",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","27",5,"RURAL",235,60,0,0,0,0,8.333333333,2,8.333333333
"MP","27",5,"RURAL",235,60,0,0,0,0,6,2,6
"MP","27",5,"RURAL",235,60,0,0,0,0,8.333333333,2,8.333333333
"MP","27",5,"RURAL",235,60,0,0,0,0,12.5,2,12.5
"MP","27",5,"RURAL",235,60,0,0,0,0,12.5,2,12.5
"MP","27",5,"RURAL",235,60,0,0,0,0,12.85714286,2,12.85714286
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,60,0,0,0,0,9,2,9
"MP","25",3,"RURAL",233,60,0,0,0,0,9.444444444,2,9.444444444
"MP","29",5,"RURAL",235,60,0,0,0,0,5,2,5
"MP","29",5,"RURAL",235,60,0,0,0,0,0,2,0
"MP","31",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","31",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","31",2,"RURAL",232,34,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,5,2,5
"MP","31",2,"RURAL",232,60,0,0,0,0,12,2,12
"MP","31",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","31",2,"RURAL",232,60,0,0,0,0,14,2,14
"MP","31",2,"RURAL",232,60,0,0,0,0,12,2,12
"MP","31",2,"RURAL",232,60,0,0,0,0,8,2,8
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","27",5,"RURAL",235,56,0,0,0,0,10.66666667,2,10.66666667
"MP","27",5,"RURAL",235,60,0,0,0,0,10.71428571,2,10.71428571
"MP","27",5,"RURAL",235,60,0,0,0,0,11.66666667,2,11.66666667
"MP","27",5,"RURAL",235,60,0,0,0,0,7,2,7
"MP","29",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","29",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","29",5,"RURAL",235,60,0,0,0,0,8.4,2,8.4
"MP","29",5,"RURAL",235,60,0,6.666666667,0,0,4,2,10.666666667
"MP","27",5,"RURAL",235,56,0,0,0,0,9,2,9
"MP","32",2,"RURAL",232,56,0,0,0,0,15,2,15
"MP","32",2,"RURAL",232,54,0,0,0,0,10,2,10
"MP","32",2,"RURAL",232,58,0,0,0,0,12,2,12
"MP","32",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","Indore",3,"RURAL",233,60,0,0,0,0,11.42857143,2,11.42857143
"MP","Indore",3,"RURAL",233,60,0,0,0,0,8,2,8
"MP","Indore",3,"RURAL",233,60,0,0,0,0,12.5,2,12.5
"MP","Indore",3,"RURAL",233,60,0,0,0,0,9.090909091,2,9.090909091
"MP","Indore",3,"RURAL",233,60,0,0,0,0,7.6,2,7.6
"MP","Indore",3,"RURAL",233,60,0,0,0,0,9,2,9
"MP","Indore",3,"RURAL",233,60,0,0,0,0,9,2,9
"MP","34",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","34",2,"RURAL",232,60,0,0,0,0,9.375,2,9.375
"MP","34",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","34",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","34",2,"RURAL",232,60,0,0,0,0,8.571428571,2,8.571428571
"MP","34",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","34",2,"RURAL",232,60,0,0,0,0,9.285714286,2,9.285714286
"MP","31",2,"RURAL",232,60,0,0,0,0,15,2,15
"MP","31",2,"RURAL",232,60,0,0,0,0,16.25,2,16.25
"MP","31",2,"RURAL",232,60,0,4.166666667,0,0,7.5,2,11.666666667
"MP","31",2,"RURAL",232,60,0,0,0,0,13.33333333,2,13.33333333
"MP","31",2,"RURAL",232,60,0,6.25,0,0,10,2,16.25
"MP","31",2,"RURAL",232,60,0,0,0,0,13.75,2,13.75
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,11.66666667,2,11.66666667
"MP","31",2,"RURAL",232,60,0,0,0,0,6.666666667,2,6.666666667
"MP","33",2,"RURAL",232,58,0,0,0,0,6,2,6
"MP","33",2,"RURAL",232,60,0,0,0,0,9.166666667,2,9.166666667
"MP","29",5,"RURAL",235,60,0,0,0,0,7.833333333,2,7.833333333
"MP","29",5,"RURAL",235,60,0,0,0,0,7,2,7
"MP","29",5,"RURAL",235,60,0,0,0,0,9,2,9
"MP","29",5,"RURAL",235,56,0,0,0,0,7.5,2,7.5
"MP","29",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","29",5,"RURAL",235,60,0,0,0,0,9.6,2,9.6
"MP","29",5,"RURAL",235,60,0,0,0,0,9.4,2,9.4
"MP","33",2,"RURAL",232,60,0,0,0,0,7,2,7
"MP","33",2,"RURAL",232,60,0,0,0,0,9.333333333,2,9.333333333
"MP","33",2,"RURAL",232,59.0935834576849,0,0,0,0,0,2,0
"MP","33",2,"RURAL",232,59.0935834576849,0,0,0,0,0,2,0
"MP","33",2,"RURAL",232,60,0,0,0,0,5,2,5
"MP","33",2,"RURAL",232,60,0,0,0,0,7.142857143,2,7.142857143
"MP","33",2,"RURAL",232,60,0,7,0,0,4,2,11
"MP","33",2,"RURAL",232,60,0,0,0,0,5.833333333,2,5.833333333
"MP","32",2,"RURAL",232,54,0,0,0,0,10.71428571,2,10.71428571
"MP","32",2,"RURAL",232,60,0,0,0,0,7.5,2,7.5
"MP","32",2,"RURAL",232,59,0,0,0,0,10,2,10
"MP","32",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","32",2,"RURAL",232,48,0,0,0,0,8.571428571,2,8.571428571
"MP","32",2,"RURAL",232,60,0,0,0,0,15,2,15
"MP","34",2,"RURAL",232,60,0,0,0,0.116666667,6.666666667,2,6.783333334
"MP","34",2,"RURAL",232,60,0,11,0,0,0,2,11
"MP","34",2,"RURAL",232,60,0,0,0,0,6,2,6
"MP","34",2,"RURAL",232,58,0,0,0,0,15,2,15
"MP","34",2,"RURAL",232,50,0,16,0,0,0,2,16
"MP","34",2,"RURAL",232,60,0,0,0,0,2.5,2,2.5
"MP","28",5,"RURAL",235,60,0,0,0,0,12.85714286,2,12.85714286
"MP","28",5,"RURAL",235,60,0,0,0,0,12.5,2,12.5
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,90,0,3.333333333,0,0,9.166666667,2,12.5
"MP","43",4,"RURAL",234,60,0,0,0,0,10,2,10
"MP","43",4,"RURAL",234,60,0,0,0,0,8,2,8
"MP","43",4,"RURAL",234,60,0,0,0,0,8.571428571,2,8.571428571
"MP","43",4,"RURAL",234,40,0,0,0,0,8,2,8
"MP","43",4,"RURAL",234,60,0,0,0,0,7.5,2,7.5
"MP","43",4,"RURAL",234,60,0,0,0,0,10,2,10
"MP","43",4,"RURAL",234,60,0,0,0,0,5,2,5
"MP","45",4,"RURAL",234,60,0,0,0,0,5,2,5
"MP","45",4,"RURAL",234,60,0,2.5,0,0,0,2,2.5
"MP","45",4,"RURAL",234,60,0,0,0,0,3.75,2,3.75
"MP","43",4,"RURAL",234,60,0,0,0,0,5,2,5
"MP","43",4,"RURAL",234,60,0,0,0,0,4.166666667,2,4.166666667
"MP","43",4,"RURAL",234,60,0,0,0,0,0,2,0
"MP","43",4,"RURAL",234,60,0,1.5,0,0,0.833333333,2,2.333333333
"MP","43",4,"RURAL",234,60,0,0,0,0,2.5,2,2.5
"MP","43",4,"RURAL",234,60,0,0,0,0,2.142857143,2,2.142857143
"MP","43",4,"RURAL",234,60,0,0,0,0,2.5,2,2.5
"MP","48",5,"RURAL",235,60,0,10,0,0,0.5,2,10.5
"MP","45",4,"RURAL",234,60,0,0,0,0,5,2,5
"MP","45",4,"RURAL",234,60,0,4,0,0,0,2,4
"MP","45",4,"RURAL",234,60,0,0,0,0,5.833333333,2,5.833333333
"MP","45",4,"RURAL",234,60,0,0,0,0,10,2,10
"MP","43",4,"RURAL",234,60,0,0,0,0,6,2,6
"MP","43",4,"RURAL",234,60,0,0,0,0,3.571428571,2,3.571428571
"MP","43",4,"RURAL",234,60,0,0,0,0,5,2,5
"MP","43",4,"RURAL",234,60,0,0,0,0,7,2,7
"MP","25",3,"RURAL",233,60,0,0,0,0,12.5,2,12.5
"MP","25",3,"RURAL",233,60,0,0,0,0,12.5,2,12.5
"MP","25",3,"RURAL",233,60,0,0,0,0,7.666666667,2,7.666666667
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,59.0935834576849,0,0,0,0,0,3,0
"MP","25",3,"RURAL",233,59.0935834576849,0,0,0,0,0,3,0
"MP","25",3,"RURAL",233,60,0,0,0,0,11.42857143,2,11.42857143
"MP","37",5,"RURAL",235,60,0,0,0,0,8,2,8
"MP","37",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","37",5,"RURAL",235,60,0,0,0,0,11.66666667,2,11.66666667
"MP","37",5,"RURAL",235,60,0,0,0,0,8,2,8
"MP","35",5,"RURAL",235,60,0,0,0,0,9.333333333,2,9.333333333
"MP","35",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","33",2,"RURAL",232,60,0,0,0,0,7.5,2,7.5
"MP","33",2,"RURAL",232,60,0,0,0,0,8,2,8
"MP","33",2,"RURAL",232,52,0,0,0,0,20,2,20
"MP","33",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","33",2,"RURAL",232,60,0,0,0,0,5,2,5
"MP","33",2,"RURAL",232,60,0,0,0,0,6,2,6
"MP","33",2,"RURAL",232,60,0,0,0,0,9,2,9
"MP","33",2,"RURAL",232,60,0,0,0,0,9,2,9
"MP","33",2,"RURAL",232,60,0,0,0,0,6.666666667,2,6.666666667
"MP","33",2,"RURAL",232,60,0,0,0,0,8.333333333,2,8.333333333
"MP","35",5,"RURAL",235,60,0,0,0,0,7.272727273,2,7.272727273
"MP","35",5,"RURAL",235,60,0,0,0,0,6.111111111,2,6.111111111
"MP","35",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","35",5,"RURAL",235,60,0,0,0,0,8.333333333,2,8.333333333
"MP","32",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","32",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","32",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","32",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","34",2,"RURAL",232,90,0,0,0,0,2.5,2,2.5
"MP","34",2,"RURAL",232,60,0,0,0,0,6.666666667,2,6.666666667
"MP","34",2,"RURAL",232,60,0,0,0,0,7.5,2,7.5
"MP","34",2,"RURAL",232,60,0,0,0,0,9.090909091,2,9.090909091
"MP","34",2,"RURAL",232,60,0,0,0,0,7,2,7
"MP","34",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","34",2,"RURAL",232,60,0,0,0,0,7,2,7
"MP","34",2,"RURAL",232,60,0,0,0,0,12.85714286,2,12.85714286
"MP","31",2,"RURAL",232,60,0,0,0,0,8.125,2,8.125
"MP","31",2,"RURAL",232,60,0,8,0,0,0,2,8
"MP","31",2,"RURAL",232,60,0,0,0,0,7,2,7
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,7.5,2,7.5
"MP","31",2,"RURAL",232,60,0,0,0,0,12.5,2,12.5
"MP","36",5,"RURAL",235,60,0,0,0,0,9.090909091,2,9.090909091
"MP","36",5,"RURAL",235,60,0,0,0,0,11.42857143,2,11.42857143
"MP","36",5,"RURAL",235,60,0,0,0,0,12.5,2,12.5
"MP","36",5,"RURAL",235,60,0,0,0,0,13,2,13
"MP","36",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,3.333333333,2,3.333333333
"MP","31",2,"RURAL",232,60,0,0,0,0,10,2,10
"MP","31",2,"RURAL",232,60,0,0,0,0,4.5,2,4.5
"MP","27",5,"RURAL",235,60,0,0,0,0,9.444444444,2,9.444444444
"MP","27",5,"RURAL",235,60,0,0,0,0,8.75,2,8.75
"MP","27",5,"RURAL",235,60,0,0,0,0,11,2,11
"MP","27",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,60,0,0,0,0,4.285714286,2,4.285714286
"MP","25",3,"RURAL",233,60,0,0,0,0,3.75,2,3.75
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,60,0,0,0,0,12,2,12
"MP","25",3,"RURAL",233,60,0,0,0,0,8.333333333,2,8.333333333
"MP","27",5,"RURAL",235,60,0,0,0,0,10,2,10
"MP","27",5,"RURAL",235,60,0,0.875,0,0,6.25,2,7.125
"MP","27",5,"RURAL",235,60,0,0,0,0,8,2,8
"MP","27",5,"RURAL",235,54,0,4.285714286,0,0,4.285714286,2,8.571428572
"MP","27",5,"RURAL",235,60,0,1,0,0,8,2,9
"MP","Indore",3,"RURAL",233,60,0,0,0,0,12,2,12
"MP","Indore",3,"RURAL",233,60,0,0,0,0,8,2,8
"MP","Indore",3,"RURAL",233,60,0,0,0,0,9.5,2,9.5
"MP","Indore",3,"RURAL",233,60,0,0,0,0,7.5,2,7.5
"MP","Indore",3,"RURAL",233,60,0,0,0,0,8,2,8
"MP","Indore",3,"RURAL",233,60,0,0,0,0,10.71428571,2,10.71428571
"MP","25",3,"RURAL",233,60,0,0,0,0,10,2,10
"MP","25",3,"RURAL",233,60,0,0,0,0,9,2,9
